"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01721","","","","5"
"2014","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01693","","","","5"
"2015","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01700","","","","5"
"2016","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01680","","","","5"
"2017","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01660","","","","5"
"2018","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01640","","","","5"
"2019","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01580","","","","5"
"2020","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01622","","","","5"
"2021","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01744","","","","5"
"2022","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01687","","","","5"
"2012","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01887","","","","5"
"2013","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01903","","","","5"
"2014","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01871","","","","5"
"2015","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01883","","","","5"
"2016","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01857","","","","5"
"2017","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01834","","","","5"
"2018","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01811","","","","5"
"2019","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01746","","","","5"
"2020","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01788","","","","5"
"2021","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01917","","","","5"
"2022","British Columbia","2016A000259","73 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173417","10.74.1.3","0.01859","","","","5"
"2012","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02088","","","","5"
"2013","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02105","","","","5"
"2014","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02069","","","","5"
"2015","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02086","","","","5"
"2016","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02054","","","","5"
"2017","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02028","","","","5"
"2018","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02002","","","","5"
"2019","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.01932","","","","5"
"2020","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.01973","","","","5"
"2021","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02109","","","","5"
"2022","British Columbia","2016A000259","74 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173444","10.75.1.3","0.02053","","","","5"
"2012","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02312","","","","5"
"2013","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02331","","","","5"
"2014","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02291","","","","5"
"2015","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02314","","","","5"
"2016","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02274","","","","5"
"2017","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02247","","","","5"
"2018","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02216","","","","5"
"2019","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02141","","","","5"
"2020","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02181","","","","5"
"2021","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02324","","","","5"
"2022","British Columbia","2016A000259","75 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173471","10.76.1.3","0.02270","","","","5"
"2012","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02563","","","","5"
"2013","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02583","","","","5"
"2014","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02538","","","","5"
"2015","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02568","","","","5"
"2016","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02521","","","","5"
"2017","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02493","","","","5"
"2018","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02456","","","","5"
"2019","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02375","","","","5"
"2020","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02414","","","","5"
"2021","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02564","","","","5"
"2022","British Columbia","2016A000259","76 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173498","10.77.1.3","0.02514","","","","5"
"2012","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02843","","","","5"
"2013","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02864","","","","5"
"2014","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02814","","","","5"
"2015","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02853","","","","5"
"2016","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02797","","","","5"
"2017","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02769","","","","5"
"2018","British Columbia","2016A000259","77 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173525","10.78.1.3","0.02725","","","","5"
